"Gene","DPI3.lfc","DPI3.padj","DPI4.lfc","DPI4.padj","DPI5.lfc","DPI5.padj"
"ENSCSAG00000007502",0.0767213945719743,0.745096170603354,0.102488058278844,0.627415171808734,0.0249474990022215,0.92388035965315
"ENSCSAG00000007503",0.0381293965020408,0.854425978548816,0.0727253623825855,0.676158297670478,0.0931131817519495,0.618668804405447
"ENSCSAG00000007508",-0.0281537402493587,0.916266750252156,0.0833284052527235,0.727956614892068,0.229834686016756,0.249713296306758
"ENSCSAG00000007518",-0.554946144678615,0.00716825745967142,-0.241375632154527,0.246428829341426,-0.1939009977786,0.358284834856149
"ENSCSAG00000007542",-0.199916712541101,0.38363011147936,-0.204872254686387,0.366436971118225,-0.0439764152968447,0.869941691398288
"ENSCSAG00000007547",0.0475551569123801,0.783806768548626,-0.0147449588272436,0.932975218845582,0.00903793394675471,0.964223465011681
"ENSCSAG00000007550",-0.0441709349984849,0.650128613204261,-0.0577547747227478,0.415633573107734,0.138783281654686,0.0930308683463714
"ENSCSAG00000007554",1.20003876238205,5.65224854175151e-06,1.45275650134716,2.56902333114771e-08,1.32192404020912,4.66712215452845e-07
"ENSCSAG00000007563",-0.0782913297342155,0.771756508787072,-0.149789631950764,0.525877750069628,-0.227692899519921,0.355567034434239
"ENSCSAG00000007596",-0.125313529649865,0.340711531480922,-0.0111428193403878,0.946947799455846,0.0989506915095387,0.514721982990228
"ENSCSAG00000007626",0.231010787480681,0.00336430962442173,5.81291155865557,5.00413430694019e-06,4.65234980654224,0.000200555330943955
"ENSCSAG00000007631",-0.172303692484183,0.233456931103664,-0.243159399805884,0.080531473679654,-0.264620567369695,0.0460420788325547
"ENSCSAG00000007646",0.0221399912629367,0.42949133721211,-0.00323623421649231,0.976362349830814,0.0455225371967977,0.0702398576357629
"ENSCSAG00000007654",0.122147818630882,0.575619630505134,0.0977889763554063,0.644294809300952,0.216372783190774,0.345948954241207
"ENSCSAG00000007671",0.0922333600454364,0.661680298922857,0.183751735505781,0.325721000734176,0.164426879236278,0.375530956769366
"ENSCSAG00000007676",0.0904025314238999,0.548502359678803,-0.00387006012074491,0.980427026149876,0.08706553340773,0.571772490417244
"ENSCSAG00000007678",-0.0419865777018434,0.883450883881085,0.0549989271580772,0.839281904893225,-0.0477798855205017,0.860705791168572
"ENSCSAG00000007679",0.751179346798464,0.0642455652870712,0.218821939642362,0.30719183811739,0.198417415462808,0.38143502486892
"ENSCSAG00000007680",0.0897223943199275,0.615794439501786,0.0523159780116295,0.759546602502968,0.0561300449810486,0.766036566986328
"ENSCSAG00000007706",0.300178013657042,0.0777873005473777,0.364512256672996,0.0331729180854449,0.235635588106912,0.175639851651822
"ENSCSAG00000007710",0.0609928626302469,0.762532840762052,0.00439974518208998,0.984657257138977,0.00409064656395546,0.986429045321501
"ENSCSAG00000007712",0.203770032403286,0.34049182146351,0.213057431557353,0.298666771131991,0.180236779521111,0.403507451839483
"ENSCSAG00000007729",0.0774393590907005,0.750244061591609,0.0452691042531347,0.853676083230658,0.139946251671014,0.546206878073015
"ENSCSAG00000007740",0.0997247674475333,0.595132353190634,0.0562771933180242,0.748304738281016,0.147578744534457,0.42896314996019
"ENSCSAG00000007745",-0.0271463316298167,0.903126603156448,-0.0434853228744678,0.826420131634454,-0.0364640589172907,0.868549007336947
"ENSCSAG00000007746",0.0691500138605712,0.488585838223358,0.0112168290752686,0.925072364234472,0.081905889653604,0.417671683655308
"ENSCSAG00000007748",0.0313741241953252,0.83913299165812,-0.00598052793591093,0.967751878265557,-0.0472586685494971,0.736282832271075
"ENSCSAG00000007762",-0.0288174917872007,0.921677017374085,0.135699301570099,0.563113856427292,0.175592678386105,0.473399847267221
"ENSCSAG00000007771",-0.0322809652848946,0.709664705661902,-0.0715952015170158,0.14374597307588,-0.0533826334416498,0.48316314918835
"ENSCSAG00000007772",0.044082323898161,0.83403262091403,0.0125273938147187,0.968734699871649,-0.201932677256988,0.266816319111602
"ENSCSAG00000007776",0.0231289882863973,0.853686411434862,-0.0289933940657014,0.772715940844695,-0.00416533315777167,0.973461575389929
"ENSCSAG00000007790",0.0308564029360659,0.706307009120518,0.0291730520932959,0.687157496668907,-0.0239219332211644,0.770789688421221
"ENSCSAG00000007793",0.052493804656077,0.645574150797451,0.0553805372126169,0.575495773253466,0.0940898864687095,0.386694991503925
"ENSCSAG00000007795",-0.010297331647779,0.92544288014609,-0.0178752759558811,0.841435268146439,-0.0162055546918754,0.873043045451856
"ENSCSAG00000007803",0.0573599925446681,0.558233020938036,0.0370582816283621,0.693943702807345,0.0291947121845042,0.792661017907506
"ENSCSAG00000007804",0.0257236039635727,0.910199411817308,-0.10965510792326,0.52875800379926,-0.809762849003275,0.056120580108018
"ENSCSAG00000007808",0.043376299105214,0.716900528960357,0.00262950933333858,0.984657257138977,0.0174261312565039,0.895769889970924
"ENSCSAG00000007814",-0.0600882300873569,0.563594571317925,-0.0828057639435509,0.271300938492214,-0.00618306509953919,0.961835816795221
"ENSCSAG00000007826",0.126433346529018,0.180243069937449,0.0509079187607065,0.594411627943055,0.0128278664762234,0.920149330487606
"ENSCSAG00000007830",-0.028907100259514,0.720456578974574,-0.0406408355695251,0.504353658865171,-0.0463300572407658,0.519215113407482
"ENSCSAG00000007837",-0.0515302989046569,0.831415329605945,-0.128855869868422,0.511560404644413,0.0131794039136683,0.958658693600801
"ENSCSAG00000007839",0.0923180761149694,0.246913873707236,0.0573041175511714,0.439152479212932,0.103672066253946,0.200338356947266
"ENSCSAG00000007845",0.082704818278759,0.40584401045003,0.0522017712320709,0.575789370142346,0.0282606191297315,0.814155710118249
"ENSCSAG00000007859",0.050815897173822,0.610107990230487,-0.0375052373077239,0.653587055463778,-0.0520171003783444,0.564887247284818
"ENSCSAG00000007867",-0.0630784357625843,0.489879758628998,-0.0699541062685142,0.348020286508166,-0.0760981037113027,0.396731788728498
"ENSCSAG00000007880",3.22503455009914,0.001561157591124,0.247872929356782,0.0372288682753147,2.34756944630932,0.0131996153263686
"ENSCSAG00000007882",-0.379565103688439,0.130716636749019,-0.314495409263238,0.190819037762501,-0.349089382238482,0.153404984793892
"ENSCSAG00000007916",0.180842582005775,0.451522201769753,0.418904029922682,0.147929161685771,0.313954235417343,0.238969251988767
"ENSCSAG00000007922",0.626577097193731,0.0261498705026604,0.914577096973117,0.00198231902043038,0.687809574147282,0.0142461973435171
"ENSCSAG00000007929",0.483526703926412,0.115747559455237,0.762323959863787,0.0408343679177837,0.46293661329618,0.12546644197217
"ENSCSAG00000007940",-0.030928455971995,0.919906851341788,-0.0273445615458229,0.92430391450233,-0.105643605092051,0.670536179934335
"ENSCSAG00000007941",-0.311431522834266,0.223807429393995,-0.0687828286542845,0.764597720705908,-0.0938929629008047,0.715506362501916
"ENSCSAG00000007977",-0.0943152672386302,0.710337184049404,-0.0410170150662109,0.886123964513343,-0.183705020854939,0.435744705028132
"ENSCSAG00000007980",0.0381969025376983,0.897309174753337,-0.154993094849044,0.523961995318877,-0.234329615032378,0.330165022320425
"ENSCSAG00000007993",-0.129206368917961,0.515979153753565,-0.0291711826760473,0.89380059585165,-0.223306733069042,0.294571993333282
"ENSCSAG00000008002",-0.0237988632871827,0.9091560392985,0.0541309365663523,0.759546602502968,0.0694431432127366,0.722847504091787
"ENSCSAG00000008053",-0.236401437036478,0.280126273618488,-0.129531471760626,0.502481863709402,-0.0901421072489535,0.679699422310947
"ENSCSAG00000008076",-1.84046550365139,0.000135973919641025,-1.74048556613304,0.000389105787136814,-1.62123255630426,0.00062253169104782
"ENSCSAG00000008089",0.224398099882833,0.352715903308644,0.59925254927544,0.0860719779724795,0.316508337801615,0.234851172399767
"ENSCSAG00000008095",0.184132564179967,0.44492304567774,0.228383354758226,0.33802483706193,0.0531109015967902,0.839930933915883
"ENSCSAG00000008152",1.40962839838432,0.0051190625135393,0.569653753938174,0.103549492110787,0.190496303096499,0.383544582089646
"ENSCSAG00000008156",-0.0824543337504774,0.717440248480855,-0.0189000401898932,0.942777617050055,0.0459746371296062,0.852700765362058
"ENSCSAG00000008166",0.154747143156081,0.490618836803131,1.05637568918653,0.0124835327729287,0.20050053271081,0.399894163551156
"ENSCSAG00000008184",0.0761559697714938,0.524250576817856,0.0326115725060273,0.767388537967106,0.147357410654115,0.217144340258503
"ENSCSAG00000008186",-0.109912779952971,0.660653237706691,0.0374954724954149,0.897332990941892,-0.104350883515778,0.67708680987871
"ENSCSAG00000008214",-0.011315222590267,0.966203717131978,0.0113698376446622,0.969263005622607,-0.035558262838794,0.890195952152338
"ENSCSAG00000008262",0.176041872334709,0.17048956052947,2.85317023398195,0.0043322709016391,2.93579611267491,0.00252749743841005
"ENSCSAG00000008277",0.149127721176068,0.333787501413335,0.184928364576202,0.187375222526438,0.388256948048643,0.0862691583141719
"ENSCSAG00000008322",0.665678217811871,0.00530224881687142,0.475112103256149,0.048223773237757,0.515235905016494,0.028161317744334
"ENSCSAG00000008356",-0.000671007027864,0.997374686465927,0.157676116426554,0.490868285189632,0.00130861586797091,0.996524163929645
"ENSCSAG00000008371",-0.193789483453258,0.227838885232855,-0.163114202034878,0.335397346341184,-0.291514911090766,0.0517556907323937
"ENSCSAG00000008409",-0.236621583304258,0.288701426660221,-0.317641537162361,0.154576653864061,-0.204323617587643,0.35980552328145
"ENSCSAG00000008420",0.151119810578174,0.518473485128395,0.118229464522244,0.624016285686965,0.138547569214379,0.55652865830501
"ENSCSAG00000008421",0.24702080933674,0.247506725650607,0.157928009641435,0.350241088114286,1.63649641961953,0.00515691549532044
"ENSCSAG00000008426",0.891210860822127,0.0113815720635248,1.03838153321359,0.00450184825142077,0.780084816212298,0.022138540367187
"ENSCSAG00000008434",0.478600301211894,0.095845482151155,0.810610652744393,0.0124655831090419,0.616325225744719,0.0424663754137652
"ENSCSAG00000008445",-0.473639306401023,0.0553614154870375,-0.311086078148471,0.184804515168714,-0.204035402215013,0.380751566544896
"ENSCSAG00000008447",0.98981533750402,0.00266535368183304,1.41736572185986,2.03504607760626e-05,0.848677778461845,0.00821821857610906
"ENSCSAG00000008475",0.783257647059252,0.0167436400628127,1.02863760091494,0.00274133294186149,0.835483193080994,0.0106271782060387
"ENSCSAG00000008482",0.833426845318875,0.0187307534376848,1.07766943920289,0.00407177280240327,0.893599804535708,0.0119107097297856
"ENSCSAG00000008486",-0.301803002116634,0.241549379553019,-0.174462017914737,0.453062801681228,-0.194588627062764,0.425626692233844
"ENSCSAG00000008496",0.632883092447798,0.0136739253110956,0.718856245710603,0.00655361012673418,0.474879303115085,0.0563026376567649
"ENSCSAG00000008513",0.113053450423327,0.444414827321766,-0.0042967873687727,0.98039852026451,0.126958560302418,0.403644899670804
"ENSCSAG00000008520",-0.0234713870075889,0.919411219325073,-0.0415226095671776,0.836900709663391,-0.0297223419388563,0.892563590161451
"ENSCSAG00000008524",0.0202137819411234,0.942624773173066,-0.0868156675144741,0.707118369959879,-0.152106514843611,0.450069007586719
"ENSCSAG00000008526",0.197801552238974,0.0773733210960612,0.107692183635906,0.221014781289491,0.115662530170738,0.295660807458821
"ENSCSAG00000008555",-0.619878026760517,0.0144335729830398,-0.664671553833836,0.0102814640699447,-0.509751307271336,0.0394458051742734
"ENSCSAG00000008571",0.00708635171617754,0.981853134742939,0.148792466579039,0.532596678141998,0.0496898163732466,0.855088178270281
